ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
212663_at	0.801871	5.64e-01	0.5779162	-5.80321	0.0263413	FKBP15	FK506 binding protein 15
221179_at	0.801871	5.64e-01	0.5778558	-5.80324	0.07433307	PRORY	proline rich, Y-linked
210156_s_at	0.801871	5.64e-01	-0.5778386	-5.80325	-0.0413597	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase
212047_s_at	0.8019044	5.64e-01	-0.5777504	-5.8033	-0.0482233	RNF167	ring finger protein 167
211686_s_at	0.8019429	5.64e-01	0.5776313	-5.80336	0.03259318	MAK16	MAK16 homolog
204784_s_at	0.8019429	5.64e-01	0.5775981	-5.80338	0.06660529	MLF1	myeloid leukemia factor 1
215303_at	0.8019429	5.64e-01	0.5774833	-5.80344	0.08203971	DCLK1	doublecortin like kinase 1
206344_at	0.8019429	5.64e-01	0.5774305	-5.80347	0.07246248	PON1	paraoxonase 1
217049_x_at	0.8019429	5.64e-01	0.577416	-5.80348	0.04700088	PCDH11Y///PCDH11X	protocadherin 11 Y-linked///protocadherin 11 X-linked
218552_at	0.8019429	5.64e-01	0.5773901	-5.80349	0.0614138	ECHDC2	enoyl-CoA hydratase domain containing 2
221982_x_at	0.8019459	5.64e-01	-0.5773336	-5.80352	-0.06800253	LAGE3	L antigen family member 3
203077_s_at	0.8020157	5.64e-01	-0.5771983	-5.8036	-0.0343255	SMAD2	SMAD family member 2
210273_at	0.8020157	5.64e-01	0.577154	-5.80362	0.0387694	PCDH7	protocadherin 7
206673_at	0.8020294	5.64e-01	-0.577034	-5.80368	-0.0545501	GPR176	G protein-coupled receptor 176
215483_at	0.8020294	5.64e-01	0.5770331	-5.80368	0.09159781	AKAP9	A-kinase anchoring protein 9
222330_at	0.8022514	5.65e-01	-0.5767481	-5.80384	-0.12446339		
210512_s_at	0.802265	5.65e-01	0.5766806	-5.80387	0.07371605	VEGFA	vascular endothelial growth factor A
205905_s_at	0.8024641	5.65e-01	-0.5762867	-5.80409	-0.04357949	MICA///MICB	MHC class I polypeptide-related sequence A///MHC class I polypeptide-related sequence B
216286_at	0.8024641	5.65e-01	-0.5762794	-5.80409	-0.11083366		
205288_at	0.8024641	5.65e-01	0.5762679	-5.8041	0.08446088	CDC14A	cell division cycle 14A
219060_at	0.8024641	5.65e-01	0.5762594	-5.8041	0.046769	WDYHV1	WDYHV motif containing 1
205887_x_at	0.8026813	5.65e-01	-0.5759583	-5.80426	-0.06042339	MSH3	mutS homolog 3
212644_s_at	0.8026813	5.65e-01	0.5759262	-5.80428	0.03315098	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like
202094_at	0.8026947	5.65e-01	0.5758275	-5.80434	0.09158405	BIRC5	baculoviral IAP repeat containing 5
206136_at	0.8026947	5.65e-01	-0.5758055	-5.80435	-0.04833204	FZD5	frizzled class receptor 5
202843_at	0.802725	5.65e-01	-0.5757191	-5.80439	-0.05700956	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9
204523_at	0.802725	5.65e-01	-0.5756672	-5.80442	-0.05325673	ZNF140	zinc finger protein 140
211474_s_at	0.8027477	5.65e-01	0.5754797	-5.80452	0.04039464	SERPINB6	serpin family B member 6
210324_at	0.8027477	5.65e-01	-0.5753814	-5.80458	-0.07295225	C8G	complement component 8, gamma polypeptide
220786_s_at	0.8027477	5.66e-01	0.5753412	-5.8046	0.11849231	SLC38A4	solute carrier family 38 member 4
221972_s_at	0.8027477	5.66e-01	-0.5753104	-5.80461	-0.08240817	SDF4	stromal cell derived factor 4
202869_at	0.8027477	5.66e-01	-0.575305	-5.80462	-0.08119757	OAS1	2'-5'-oligoadenylate synthetase 1
221485_at	0.8027477	5.66e-01	0.5752812	-5.80463	0.05472013	B4GALT5	beta-1,4-galactosyltransferase 5
207701_at	0.8027477	5.66e-01	-0.5752001	-5.80467	-0.03595482	C22orf24	chromosome 22 open reading frame 24
220261_s_at	0.8027477	5.66e-01	-0.5750526	-5.80475	-0.0515738	ZDHHC4	zinc finger DHHC-type containing 4
204978_at	0.8027477	5.66e-01	-0.5750495	-5.80475	-0.03152268	CLASRP	CLK4 associating serine/arginine rich protein
216246_at	0.8027477	5.66e-01	-0.5750118	-5.80478	-0.04715828		
215861_at	0.8027477	5.66e-01	0.5749926	-5.80479	0.04999718	LOC101927770	uncharacterized LOC101927770
206267_s_at	0.8027477	5.66e-01	-0.5749874	-5.80479	-0.08221319	MATK	megakaryocyte-associated tyrosine kinase
216710_x_at	0.8027477	5.66e-01	0.57495	-5.80481	0.12050763	ZNF287	zinc finger protein 287
208058_s_at	0.8027661	5.66e-01	0.5748775	-5.80485	0.08383871	MGAT3	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase
218222_x_at	0.8029793	5.66e-01	-0.5745578	-5.80502	-0.08246132	ARNT	aryl hydrocarbon receptor nuclear translocator
206202_at	0.8029793	5.66e-01	-0.5745356	-5.80503	-0.11883056	MEOX2	mesenchyme homeobox 2
206823_at	0.8029793	5.66e-01	-0.5744707	-5.80507	-0.06389524	L3MBTL1	l(3)mbt-like 1 (Drosophila)
216129_at	0.8029793	5.66e-01	0.5744416	-5.80508	0.08517288	ATP9A	ATPase phospholipid transporting 9A (putative)
65472_at	0.8030058	5.66e-01	0.5743341	-5.80514	0.07644397	C2orf68	chromosome 2 open reading frame 68
216720_at	0.8030058	5.66e-01	0.5742988	-5.80516	0.06096452	CYP2U1	cytochrome P450 family 2 subfamily U member 1
219702_at	0.8030058	5.66e-01	0.574254	-5.80518	0.07207047	PLAC1	placenta specific 1
200715_x_at	0.8030868	5.66e-01	-0.5740928	-5.80527	-0.04416936	SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A	small nucleolar RNA, C/D box 32A///small nucleolar RNA, C/D box 33///small nucleolar RNA, C/D box 34///small nucleolar RNA, C/D box 35A///ribosomal protein L13a
205312_at	0.8030868	5.66e-01	-0.5739997	-5.80532	-0.07932693	SPI1	Spi-1 proto-oncogene
209738_x_at	0.8030868	5.66e-01	-0.5739635	-5.80534	-0.04798097	PSG6	pregnancy specific beta-1-glycoprotein 6
210680_s_at	0.8030868	5.66e-01	0.5739561	-5.80534	0.06834111	MASP1	mannan binding lectin serine peptidase 1
209960_at	0.8032529	5.67e-01	0.5737058	-5.80548	0.10446299	HGF	hepatocyte growth factor
207400_at	0.8032529	5.67e-01	-0.5736732	-5.8055	-0.06108387	NPY5R	neuropeptide Y receptor Y5
218035_s_at	0.8032529	5.67e-01	0.5736228	-5.80552	0.06369072	RBM47	RNA binding motif protein 47
207823_s_at	0.8034073	5.67e-01	0.5733793	-5.80565	0.07695406	AIF1	allograft inflammatory factor 1
205135_s_at	0.8034073	5.67e-01	0.573355	-5.80567	0.03827098	NUFIP1	NUFIP1, FMR1 interacting protein 1
212199_at	0.8036213	5.67e-01	0.5730783	-5.80582	0.04308053	MRFAP1L1	Morf4 family associated protein 1 like 1
212736_at	0.8037331	5.67e-01	-0.5728067	-5.80596	-0.08677719	C16orf45	chromosome 16 open reading frame 45
216701_at	0.8037331	5.67e-01	0.5727782	-5.80598	0.08197406	C1orf68	chromosome 1 open reading frame 68
216008_s_at	0.8037331	5.67e-01	0.5727742	-5.80598	0.08524495	ARIH2	ariadne RBR E3 ubiquitin protein ligase 2
208880_s_at	0.8037331	5.67e-01	0.5727462	-5.80599	0.05178883	PRPF6	pre-mRNA processing factor 6
214085_x_at	0.8037331	5.67e-01	-0.5726949	-5.80602	-0.06212064	GLIPR1	GLI pathogenesis related 1
209240_at	0.8037872	5.67e-01	-0.5725666	-5.80609	-0.03500296	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase
211073_x_at	0.8037872	5.67e-01	-0.5725025	-5.80612	-0.0320581	SNORD83B///SNORD139///RPL3	small nucleolar RNA, C/D box 83B///small nucleolar RNA, C/D box 139///ribosomal protein L3
220342_x_at	0.8037872	5.67e-01	-0.5724259	-5.80617	-0.07206254	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3
203475_at	0.8037872	5.67e-01	-0.5724251	-5.80617	-0.06785809	CYP19A1	cytochrome P450 family 19 subfamily A member 1
213646_x_at	0.8039049	5.68e-01	0.5721227	-5.80633	0.03006497	TUBA1B	tubulin alpha 1b
214335_at	0.8039049	5.68e-01	0.5721111	-5.80633	0.04370738	RPL18	ribosomal protein L18
205528_s_at	0.8039049	5.68e-01	-0.5720961	-5.80634	-0.09771712	RUNX1T1	RUNX1 translocation partner 1
219698_s_at	0.8039049	5.68e-01	0.5720537	-5.80636	0.03473502	METTL4	methyltransferase like 4
217936_at	0.8039049	5.68e-01	-0.5720014	-5.80639	-0.0487147	ARHGAP5	Rho GTPase activating protein 5
218934_s_at	0.8039049	5.68e-01	0.5719823	-5.8064	0.08962005	HSPB7	heat shock protein family B (small) member 7
208033_s_at	0.8041424	5.68e-01	-0.571681	-5.80656	-0.09483615	ZFHX3	zinc finger homeobox 3
220299_at	0.8043095	5.68e-01	0.5714472	-5.80669	0.04909346	SPATA6	spermatogenesis associated 6
203079_s_at	0.8043095	5.68e-01	0.5713884	-5.80672	0.04240202	CUL2	cullin 2
214955_at	0.8043095	5.68e-01	0.5713467	-5.80674	0.05156535	TMPRSS6	transmembrane protease, serine 6
205614_x_at	0.8044743	5.68e-01	0.5710491	-5.8069	0.080114	MST1	macrophage stimulating 1
207908_at	0.8044743	5.68e-01	-0.5709743	-5.80694	-0.0385978	KRT2	keratin 2
202004_x_at	0.8044743	5.69e-01	0.5708966	-5.80698	0.05112831	SDHC	succinate dehydrogenase complex subunit C
202385_s_at	0.8044743	5.69e-01	0.5708901	-5.80699	0.03899989	TCOF1	treacle ribosome biogenesis factor 1
217506_at	0.8044743	5.69e-01	0.5708899	-5.80699	0.07416568		
217031_at	0.8044743	5.69e-01	-0.5708177	-5.80703	-0.07281189	KRT84	keratin 84
218088_s_at	0.8044743	5.69e-01	-0.5707849	-5.80704	-0.02603892	RRAGC	Ras related GTP binding C
35846_at	0.8044743	5.69e-01	-0.570748	-5.80706	-0.05369312	THRA	thyroid hormone receptor, alpha
203002_at	0.8044943	5.69e-01	0.5705836	-5.80715	0.04445359	AMOTL2	angiomotin like 2
208571_at	0.8044943	5.69e-01	-0.5705615	-5.80716	-0.09630475	ANP32D	acidic nuclear phosphoprotein 32 family member D
206312_at	0.8044943	5.69e-01	-0.5704622	-5.80722	-0.09593352	GUCY2C	guanylate cyclase 2C
222253_s_at	0.8044943	5.69e-01	-0.5704371	-5.80723	-0.08546622	POM121L9P	POM121 transmembrane nucleoporin like 9, pseudogene
201524_x_at	0.8044943	5.69e-01	0.5704141	-5.80724	0.03471512	UBE2N	ubiquitin conjugating enzyme E2 N
218158_s_at	0.8044943	5.69e-01	-0.570404	-5.80725	-0.04047189	APPL1	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1
205350_at	0.8044943	5.69e-01	-0.5703222	-5.80729	-0.1729486	CRABP1	cellular retinoic acid binding protein 1
200873_s_at	0.8044943	5.69e-01	0.5703006	-5.8073	0.03452001	CCT8	chaperonin containing TCP1 subunit 8
221038_at	0.8045065	5.69e-01	-0.5701426	-5.80739	-0.05436148		
201538_s_at	0.8045065	5.69e-01	-0.5699483	-5.80749	-0.08144435	DUSP3	dual specificity phosphatase 3
210673_x_at	0.8045065	5.69e-01	-0.5699055	-5.80751	-0.05982206	NKX2-1	NK2 homeobox 1
217601_at	0.8045065	5.69e-01	-0.5698561	-5.80754	-0.08355503	NUP188	nucleoporin 188
204982_at	0.8045065	5.69e-01	-0.569852	-5.80754	-0.10569847	GIT2	GIT ArfGAP 2
205665_at	0.8045065	5.69e-01	-0.5698315	-5.80755	-0.09314253	TSPAN9	tetraspanin 9
212448_at	0.8045065	5.69e-01	0.5698175	-5.80756	0.10592629	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase
215298_at	0.8045065	5.69e-01	-0.5697938	-5.80757	-0.06343223	LOC105377443	uncharacterized LOC105377443
209784_s_at	0.8045065	5.69e-01	0.5697892	-5.80758	0.04669556	JAG2	jagged 2
222194_at	0.8045065	5.69e-01	-0.5697548	-5.80759	-0.07100994	FAM66D	family with sequence similarity 66 member D
207716_at	0.8045125	5.69e-01	-0.5696952	-5.80763	-0.04342459	KRT38	keratin 38
205398_s_at	0.8045129	5.69e-01	-0.5696416	-5.80765	-0.09670762	SMAD3	SMAD family member 3
201641_at	0.8047199	5.70e-01	-0.569372	-5.8078	-0.10744612	BST2	bone marrow stromal cell antigen 2
213319_s_at	0.8047627	5.70e-01	-0.569274	-5.80785	-0.07748378	YBX3	Y-box binding protein 3
205649_s_at	0.804774	5.70e-01	-0.5691665	-5.80791	-0.10393607	FGA	fibrinogen alpha chain
201241_at	0.804774	5.70e-01	-0.5691556	-5.80791	-0.02992972	DDX1	DEAD/H-box helicase 1
218597_s_at	0.8049729	5.70e-01	-0.5688945	-5.80805	-0.04765834	CISD1	CDGSH iron sulfur domain 1
220810_at	0.8050355	5.70e-01	-0.5687555	-5.80813	-0.13968967	CLCA3P	chloride channel accessory 3, pseudogene
216718_at	0.8050355	5.70e-01	-0.5687226	-5.80814	-0.09235859	LINC00302	long intergenic non-protein coding RNA 302
51774_s_at	0.8052046	5.70e-01	0.5684926	-5.80827	0.02432985	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)
38069_at	0.8053135	5.70e-01	-0.5682934	-5.80837	-0.04150133	CLCN7	chloride voltage-gated channel 7
213877_x_at	0.8053135	5.70e-01	0.5682637	-5.80839	0.06660116	TCEB2	transcription elongation factor B subunit 2
209737_at	0.8053135	5.70e-01	0.568219	-5.80841	0.06616457	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2
211444_at	0.8053881	5.70e-01	0.5680664	-5.80849	0.03854756		
218396_at	0.8053881	5.70e-01	0.5680276	-5.80851	0.04673682	VPS13C	vacuolar protein sorting 13 homolog C
214687_x_at	0.8053881	5.71e-01	0.5679258	-5.80857	0.04266262	ALDOA	aldolase, fructose-bisphosphate A
219639_x_at	0.8053881	5.71e-01	0.5678968	-5.80858	0.02482637	PARP6	poly(ADP-ribose) polymerase family member 6
212190_at	0.8053881	5.71e-01	-0.5678452	-5.80861	-0.06671793	SERPINE2	serpin family E member 2
205939_at	0.8053881	5.71e-01	-0.5677776	-5.80865	-0.0878227	CYP3A7-CYP3A51P///CYP3A7	CYP3A7-CYP3A51P readthrough///cytochrome P450 family 3 subfamily A member 7
216749_at	0.8053881	5.71e-01	-0.567768	-5.80865	-0.09576929		
207854_at	0.8055773	5.71e-01	0.5674728	-5.80881	0.10476896	GYPE	glycophorin E (MNS blood group)
214716_at	0.8055773	5.71e-01	-0.5674637	-5.80881	-0.07548204	BMP2K	BMP2 inducible kinase
219866_at	0.8058021	5.71e-01	0.5671756	-5.80897	0.05551177	CLIC5	chloride intracellular channel 5
208134_x_at	0.8058106	5.71e-01	-0.5671134	-5.809	-0.08792819	PSG2	pregnancy specific beta-1-glycoprotein 2
211171_s_at	0.8058316	5.71e-01	-0.5670382	-5.80904	-0.06136315	PDE10A	phosphodiesterase 10A
215738_at	0.8059253	5.71e-01	-0.5668871	-5.80912	-0.05186407	LINC00563	long intergenic non-protein coding RNA 563
216719_s_at	0.8060349	5.71e-01	-0.5667192	-5.80921	-0.11845957	RAB11FIP4	RAB11 family interacting protein 4
213310_at	0.8060922	5.71e-01	0.5665144	-5.80932	0.05552269	CASC7///AGO2	cancer susceptibility candidate 7 (non-protein coding)///argonaute 2, RISC catalytic component
213069_at	0.8060922	5.72e-01	0.566477	-5.80934	0.04693295	HEG1	heart development protein with EGF like domains 1
209837_at	0.8060922	5.72e-01	-0.5663855	-5.80939	-0.07405143	AP4M1	adaptor related protein complex 4 mu 1 subunit
204405_x_at	0.8060922	5.72e-01	0.5663831	-5.80939	0.03248766	DIMT1	DIM1 dimethyladenosine transferase 1 homolog
208970_s_at	0.8060922	5.72e-01	0.5662169	-5.80948	0.03573277	UROD	uroporphyrinogen decarboxylase
210460_s_at	0.8060922	5.72e-01	-0.5661959	-5.80949	-0.03932385	PSMD4	proteasome 26S subunit, non-ATPase 4
217759_at	0.8060922	5.72e-01	-0.566159	-5.80951	-0.03518444	TRIM44	tripartite motif containing 44
208694_at	0.8060922	5.72e-01	-0.5661202	-5.80953	-0.05157907	PRKDC	protein kinase, DNA-activated, catalytic polypeptide
201383_s_at	0.8060922	5.72e-01	0.5660385	-5.80957	0.05298259	NBR1	NBR1, autophagy cargo receptor
216965_x_at	0.8060922	5.72e-01	-0.5660266	-5.80958	-0.0704419	SPG20	spastic paraplegia 20 (Troyer syndrome)
214650_x_at	0.8060922	5.72e-01	0.5660007	-5.80959	0.06606626	MOG	myelin oligodendrocyte glycoprotein
204388_s_at	0.8060922	5.72e-01	-0.5659802	-5.8096	-0.11772129	MAOA	monoamine oxidase A
212734_x_at	0.8060922	5.72e-01	-0.5659226	-5.80963	-0.03291077	SNORD68///RPL13	small nucleolar RNA, C/D box 68///ribosomal protein L13
210435_at	0.8060922	5.72e-01	-0.5658191	-5.80969	-0.12190589	ARL17B///ARL17A	ADP ribosylation factor like GTPase 17B///ADP ribosylation factor like GTPase 17A
209556_at	0.8060922	5.72e-01	0.5657637	-5.80972	0.04334204	NCDN	neurochondrin
205994_at	0.8060922	5.72e-01	-0.5657571	-5.80972	-0.09806604	ELK4	ELK4, ETS transcription factor
210743_s_at	0.8060922	5.72e-01	-0.5657534	-5.80972	-0.10770213	CDC14A	cell division cycle 14A
206292_s_at	0.8061306	5.72e-01	-0.56566	-5.80977	-0.08621705	SULT2A1	sulfotransferase family 2A member 1
210618_at	0.8061834	5.72e-01	0.5653902	-5.80992	0.06960601	RAP1GAP	RAP1 GTPase activating protein
204653_at	0.8061834	5.72e-01	0.5653572	-5.80993	0.06437232	TFAP2A	transcription factor AP-2 alpha
207252_at	0.8061834	5.72e-01	-0.5653495	-5.80994	-0.07950224	INE1	inactivation escape 1 (non-protein coding)
201954_at	0.8061834	5.72e-01	0.5652946	-5.80997	0.049804	ARPC1B	actin related protein 2/3 complex subunit 1B
209164_s_at	0.8061834	5.72e-01	0.5652888	-5.80997	0.04688358	CYB561	cytochrome b561
37022_at	0.8061834	5.72e-01	-0.5652118	-5.81001	-0.05031246	PRELP	proline and arginine rich end leucine rich repeat protein
41387_r_at	0.8061834	5.72e-01	0.565205	-5.81001	0.03575414	KDM6B	lysine demethylase 6B
207925_at	0.8061834	5.72e-01	-0.5651786	-5.81003	-0.11161487	CST5	cystatin D
216725_at	0.8063307	5.73e-01	-0.5649714	-5.81014	-0.0584257	DCLK2	doublecortin like kinase 2
215423_at	0.8063464	5.73e-01	0.5649016	-5.81017	0.06945603	MARCH6	membrane associated ring-CH-type finger 6
216146_at	0.8064291	5.73e-01	-0.564762	-5.81025	-0.06292223		
201046_s_at	0.8065083	5.73e-01	0.5646259	-5.81032	0.03454114	RAD23A	RAD23 homolog A, nucleotide excision repair protein
207452_s_at	0.8065496	5.73e-01	-0.5645225	-5.81037	-0.10056309	CNTN5	contactin 5
212645_x_at	0.8065496	5.73e-01	-0.5644305	-5.81042	-0.03608961	BRE	brain and reproductive organ-expressed (TNFRSF1A modulator)
221170_at	0.8065496	5.73e-01	0.5644229	-5.81043	0.06286236	HRH4	histamine receptor H4
212938_at	0.8065546	5.73e-01	0.5643645	-5.81046	0.07078896	COL6A1	collagen type VI alpha 1 chain
214278_s_at	0.8065709	5.73e-01	0.5642941	-5.8105	0.075959	NDRG2	NDRG family member 2
210283_x_at	0.8066739	5.73e-01	-0.5641332	-5.81058	-0.02885057	PAIP1	poly(A) binding protein interacting protein 1
204573_at	0.8067522	5.73e-01	0.563998	-5.81065	0.07963488	CROT	carnitine O-octanoyltransferase
211266_s_at	0.8067749	5.73e-01	0.5638362	-5.81074	0.06706006	GPR4	G protein-coupled receptor 4
219605_at	0.8067749	5.73e-01	-0.5637754	-5.81077	-0.08165183	ZNF3	zinc finger protein 3
202694_at	0.8067749	5.73e-01	0.5637495	-5.81078	0.09591643	STK17A	serine/threonine kinase 17a
207260_at	0.8067749	5.73e-01	-0.5637178	-5.8108	-0.05123825	FEV	FEV, ETS transcription factor
205564_at	0.8067749	5.73e-01	0.563708	-5.8108	0.09498224	PAGE4	PAGE family member 4
214078_at	0.8069001	5.74e-01	-0.5635238	-5.8109	-0.1247199	PAK3	p21 (RAC1) activated kinase 3
209802_at	0.8069816	5.74e-01	-0.5633854	-5.81098	-0.0599691	PHLDA2	pleckstrin homology like domain family A member 2
204936_at	0.8071071	5.74e-01	-0.5631711	-5.81109	-0.04348236	MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2
212124_at	0.8071071	5.74e-01	-0.5631183	-5.81112	-0.03827587	ZMIZ1	zinc finger MIZ-type containing 1
211400_at	0.8071071	5.74e-01	-0.5630436	-5.81116	-0.09395414	FGFR2	fibroblast growth factor receptor 2
200971_s_at	0.8071071	5.74e-01	0.5630006	-5.81118	0.03700045	SERP1	stress-associated endoplasmic reticulum protein 1
222345_at	0.8071071	5.74e-01	0.562905	-5.81123	0.08525925	EMC10	ER membrane protein complex subunit 10
214665_s_at	0.8071071	5.74e-01	0.5628928	-5.81123	0.03906332	CHP1	calcineurin like EF-hand protein 1
219236_at	0.8071071	5.74e-01	-0.5627663	-5.8113	-0.06874293	PAQR6	progestin and adipoQ receptor family member 6
205588_s_at	0.8071071	5.74e-01	-0.5627558	-5.81131	-0.04922798	FGFR1OP	FGFR1 oncogene partner
205382_s_at	0.8071071	5.74e-01	0.5627144	-5.81133	0.10656245	CFD	complement factor D
202774_s_at	0.8071071	5.74e-01	-0.5627085	-5.81133	-0.03150458	SFSWAP	splicing factor SWAP homolog
219776_s_at	0.8071071	5.74e-01	-0.5626478	-5.81136	-0.07228355		
206172_at	0.8071071	5.74e-01	-0.562615	-5.81138	-0.10209573	IL13RA2	interleukin 13 receptor subunit alpha 2
202565_s_at	0.8071601	5.74e-01	0.5624937	-5.81145	0.05002791	SVIL	supervillin
205314_x_at	0.8071601	5.74e-01	-0.5624454	-5.81147	-0.07475256	SNTB2	syntrophin beta 2
219396_s_at	0.8071601	5.74e-01	0.5623864	-5.8115	0.05767395	MIR631///NEIL1	microRNA 631///nei like DNA glycosylase 1
214796_at	0.8071601	5.74e-01	0.5622138	-5.81159	0.08485369	LOC101927137///KIAA1456	uncharacterized LOC101927137///KIAA1456
221973_at	0.8071601	5.74e-01	0.5621214	-5.81164	0.06350832	LOC100506123///LOC100506076	uncharacterized LOC100506123///uncharacterized LOC100506076
203734_at	0.8071601	5.74e-01	-0.5620818	-5.81166	-0.02564407	FOXJ2	forkhead box J2
216858_x_at	0.8071601	5.75e-01	0.5620203	-5.81169	0.06294507		
207196_s_at	0.8071601	5.75e-01	-0.5619216	-5.81175	-0.03798493	TNIP1	TNFAIP3 interacting protein 1
206137_at	0.8071601	5.75e-01	-0.5618158	-5.8118	-0.0922537	RIMS2	regulating synaptic membrane exocytosis 2
216010_x_at	0.8071601	5.75e-01	-0.5618143	-5.8118	-0.09663863	FUT3	fucosyltransferase 3 (Lewis blood group)
203625_x_at	0.8071601	5.75e-01	-0.5618104	-5.81181	-0.05817797	SKP2	S-phase kinase-associated protein 2, E3 ubiquitin protein ligase
39582_at	0.8071601	5.75e-01	-0.5617952	-5.81181	-0.05217258	CYLD	CYLD lysine 63 deubiquitinase
216977_x_at	0.8071601	5.75e-01	0.5617389	-5.81184	0.05530135	SNRPA1	small nuclear ribonucleoprotein polypeptide A'
203397_s_at	0.8071601	5.75e-01	-0.5617288	-5.81185	-0.13146204	GALNT3	polypeptide N-acetylgalactosaminyltransferase 3
213348_at	0.8071601	5.75e-01	-0.5617247	-5.81185	-0.04841364	CDKN1C	cyclin dependent kinase inhibitor 1C
208912_s_at	0.8071601	5.75e-01	0.5617078	-5.81186	0.03723866	CNP	2',3'-cyclic nucleotide 3' phosphodiesterase
208217_at	0.8072209	5.75e-01	0.5615909	-5.81192	0.0427166	GABRR2	gamma-aminobutyric acid type A receptor rho2 subunit
203321_s_at	0.8072821	5.75e-01	-0.5614481	-5.812	-0.034156	ADNP2	ADNP homeobox 2
209361_s_at	0.8072821	5.75e-01	-0.5614204	-5.81201	-0.03615352	PCBP4	poly(rC) binding protein 4
218969_at	0.8073114	5.75e-01	-0.5613366	-5.81205	-0.03008822	PAM16	presequence translocase associated motor 16 homolog
221203_s_at	0.807343	5.75e-01	-0.5612021	-5.81213	-0.04311044	YEATS2	YEATS domain containing 2
219816_s_at	0.807343	5.75e-01	-0.561197	-5.81213	-0.02849031	RBM23	RNA binding motif protein 23
203601_s_at	0.8073562	5.75e-01	-0.56113	-5.81216	-0.0483989	ZBTB17	zinc finger and BTB domain containing 17
209583_s_at	0.8073574	5.75e-01	0.5610216	-5.81222	0.05216498	CD200	CD200 molecule
215184_at	0.8073574	5.75e-01	0.560979	-5.81224	0.08396092	DAPK2	death associated protein kinase 2
204338_s_at	0.8073574	5.75e-01	0.5607906	-5.81234	0.06454552	RGS4	regulator of G-protein signaling 4
41220_at	0.8073574	5.75e-01	0.5607293	-5.81237	0.03992769	SEPT9	septin 9
220316_at	0.8073574	5.75e-01	-0.5607082	-5.81238	-0.07923673	NPAS3	neuronal PAS domain protein 3
203409_at	0.8073574	5.75e-01	0.5606941	-5.81239	0.04820188	DDB2	damage specific DNA binding protein 2
208285_at	0.8073574	5.75e-01	-0.5606753	-5.8124	-0.05587712	OR7A5	olfactory receptor family 7 subfamily A member 5
215212_at	0.8073574	5.75e-01	0.560641	-5.81242	0.11594062		
200040_at	0.8073574	5.75e-01	0.5606314	-5.81243	0.02039469	KHDRBS1	KH RNA binding domain containing, signal transduction associated 1
209721_s_at	0.8073574	5.76e-01	0.5605966	-5.81244	0.04426889	IFFO1	intermediate filament family orphan 1
222266_at	0.8076612	5.76e-01	0.5602253	-5.81264	0.05161882		
217728_at	0.8077037	5.76e-01	-0.5600485	-5.81273	-0.07965747	S100A6	S100 calcium binding protein A6
202619_s_at	0.8077037	5.76e-01	-0.560002	-5.81276	-0.07433063	PLOD2	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2
201828_x_at	0.8077037	5.76e-01	-0.5598793	-5.81282	-0.03973191	FAM127A	family with sequence similarity 127 member A
203812_at	0.8077037	5.76e-01	-0.5598741	-5.81282	-0.05210823	SLIT3	slit guidance ligand 3
207391_s_at	0.8077037	5.76e-01	-0.5598735	-5.81282	-0.03741181	PIP5K1A	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha
203629_s_at	0.8077037	5.76e-01	0.5598177	-5.81285	0.0400084	COG5	component of oligomeric golgi complex 5
219851_at	0.8077037	5.76e-01	0.5597002	-5.81291	0.0978992	ZNF613	zinc finger protein 613
208772_at	0.8077037	5.76e-01	0.5596947	-5.81292	0.03338186	ANKHD1-EIF4EBP3///ANKHD1	ANKHD1-EIF4EBP3 readthrough///ankyrin repeat and KH domain containing 1
AFFX-r2-Bs-lys-3_at	0.8077037	5.76e-01	-0.5595972	-5.81297	-0.07276247		
219789_at	0.8077037	5.76e-01	0.5595893	-5.81297	0.0627321	NPR3	natriuretic peptide receptor 3
203624_at	0.8077037	5.76e-01	0.5595832	-5.81298	0.03523068	AKAP17A	A-kinase anchoring protein 17A
218289_s_at	0.8077037	5.76e-01	-0.5595423	-5.813	-0.03224011	UBA5	ubiquitin like modifier activating enzyme 5
210444_at	0.8077415	5.76e-01	0.5594496	-5.81305	0.06214376	NPY6R	neuropeptide Y receptor Y6 (pseudogene)
220552_at	0.8079507	5.77e-01	-0.5591021	-5.81323	-0.11097818	TRPC5	transient receptor potential cation channel subfamily C member 5
